Mood,Tamil Song,Tamil Movie,Travel Location,Famous Places,Famous Hotels with Price,Food,Book
Calm,Ullam Urugudhaiya,Azhagiya Tamil Magan,Munnar,"Hadimba Temple, Solang Valley, Rohtang Pass",Sterling Kodai Lake (₹6000/night),Samosa,Big Magic
Romantic,Nenjukkul Peidhidum,Vaaranam Aayiram,Ooty,"Tea Gardens, Mattupetty Dam, Eravikulam National Park",Savoy Ooty (₹9000/night),Biryani,Atomic Habits
Adventurous,Munbe Vaa,Vaaranam Aayiram,Shimla,"Coaker's Walk, Bryant Park, Pillar Rocks",Taj Exotica (₹12000/night),Pasta,Sapiens
Romantic,Ullam Urugudhaiya,Vaaranam Aayiram,Kodaikanal,"Hadimba Temple, Solang Valley, Rohtang Pass",Sterling Kodai Lake (₹6000/night),Ice Cream,Big Magic
Romantic,Munbe Vaa,Deiva Thirumagal,Manali,"Doddabetta Peak, Botanical Garden, Ooty Lake",Tea County (₹7000/night),Pasta,Sapiens
Romantic,Munbe Vaa,Vaaranam Aayiram,Kodaikanal,"Pillar Rocks, Bryant Park, Coaker's Walk",Taj Savoy (₹10500/night),Samosa,Atomic Habits
Happy,Munbe Vaa,Thani Oruvan,Shimla,"Bryant Park, Pillar Rocks, Coaker's Walk",The Carlton (₹8000/night),Ice Cream,Sapiens
Adventurous,Nenjukkul Peidhidum,Thani Oruvan,Kodaikanal,"Kufri, Jakhoo Temple, Mall Road",Span Resort & Spa (₹10000/night),Chocolate Ice Cream,Big Magic
Romantic,Nenjukkul Peidhidum,Thani Oruvan,Manali,"Coaker's Walk, Pillar Rocks, Bryant Park",The Leela (₹15000/night),Chocolate Ice Cream,Atomic Habits
Calm,Munbe Vaa,Minnale,Ooty,"Aguada Fort, Baga Beach, Dudhsagar Falls",Taj Exotica (₹12000/night),Ice Cream,Big Magic
Calm,Ullam Urugudhaiya,Thani Oruvan,Kodaikanal,"Tea Gardens, Eravikulam National Park, Mattupetty Dam",Taj Exotica (₹12000/night),Biryani,Big Magic
Happy,Nenjukkul Peidhidum,Minnale,Goa,"Solang Valley, Rohtang Pass, Hadimba Temple",Sterling Kodai Lake (₹6000/night),Pasta,Big Magic
Adventurous,Ullam Urugudhaiya,Minnale,Goa,"Coaker's Walk, Bryant Park, Pillar Rocks",The Leela (₹15000/night),Pizza,Ikigai
Happy,Munbe Vaa,Deiva Thirumagal,Ooty,"Tea Gardens, Mattupetty Dam, Eravikulam National Park",Sterling Kodai Lake (₹6000/night),Pasta,The Alchemist
Happy,Nenjukkul Peidhidum,Deiva Thirumagal,Shimla,"Tea Gardens, Eravikulam National Park, Mattupetty Dam",The Leela (₹15000/night),Pizza,Big Magic
Romantic,Nenjukkul Peidhidum,Sillunu Oru Kadhal,Munnar,"Solang Valley, Rohtang Pass, Hadimba Temple",Span Resort & Spa (₹10000/night),Samosa,Ikigai
Romantic,Munbe Vaa,Minnale,Kodaikanal,"Doddabetta Peak, Ooty Lake, Botanical Garden",Wildflower Hall (₹13000/night),Pasta,Atomic Habits
Happy,Munbe Vaa,Thani Oruvan,Goa,"Solang Valley, Rohtang Pass, Hadimba Temple",Wildflower Hall (₹13000/night),Samosa,The Alchemist
Happy,Ullam Urugudhaiya,Minnale,Kodaikanal,"Pillar Rocks, Bryant Park, Coaker's Walk",Fragrant Nature (₹8500/night),Chocolate Ice Cream,Atomic Habits
Happy,Ullam Urugudhaiya,Sillunu Oru Kadhal,Manali,"Solang Valley, Rohtang Pass, Hadimba Temple",Taj Exotica (₹12000/night),Pasta,Ikigai
Adventurous,Ullam Urugudhaiya,Minnale,Shimla,"Bryant Park, Coaker's Walk, Pillar Rocks",Tea County (₹7000/night),Ice Cream,Atomic Habits
Adventurous,Nenjukkul Peidhidum,Thani Oruvan,Manali,"Dudhsagar Falls, Aguada Fort, Baga Beach",Fragrant Nature (₹8500/night),Pasta,Sapiens
Happy,Ullam Urugudhaiya,Thani Oruvan,Manali,"Eravikulam National Park, Mattupetty Dam, Tea Gardens",Savoy Ooty (₹9000/night),Samosa,Big Magic
Adventurous,Ullam Urugudhaiya,Deiva Thirumagal,Kodaikanal,"Tea Gardens, Mattupetty Dam, Eravikulam National Park",Wildflower Hall (₹13000/night),Pizza,Ikigai
Calm,Ullam Urugudhaiya,Vaaranam Aayiram,Manali,"Solang Valley, Rohtang Pass, Hadimba Temple",The Carlton (₹8000/night),Pizza,Sapiens
Calm,Nenjukkul Peidhidum,Azhagiya Tamil Magan,Goa,"Doddabetta Peak, Ooty Lake, Botanical Garden",The Carlton (₹8000/night),Samosa,Atomic Habits
Calm,Ullam Urugudhaiya,Vaaranam Aayiram,Manali,"Bryant Park, Pillar Rocks, Coaker's Walk",The Carlton (₹8000/night),Chocolate Ice Cream,Ikigai
Romantic,Ullam Urugudhaiya,Sillunu Oru Kadhal,Goa,"Dudhsagar Falls, Aguada Fort, Baga Beach",Sterling Kodai Lake (₹6000/night),Pasta,Atomic Habits
Happy,Ullam Urugudhaiya,Vaaranam Aayiram,Munnar,"Eravikulam National Park, Mattupetty Dam, Tea Gardens",Manu Allaya Resort (₹7500/night),Pizza,Big Magic
Adventurous,Nenjukkul Peidhidum,Sillunu Oru Kadhal,Ooty,"Coaker's Walk, Bryant Park, Pillar Rocks",Savoy Ooty (₹9000/night),Ice Cream,Ikigai
Happy,Munbe Vaa,Sillunu Oru Kadhal,Manali,"Eravikulam National Park, Mattupetty Dam, Tea Gardens",Wildflower Hall (₹13000/night),Pasta,Ikigai
Happy,Munbe Vaa,Minnale,Kodaikanal,"Baga Beach, Aguada Fort, Dudhsagar Falls",Manu Allaya Resort (₹7500/night),Samosa,Atomic Habits
Calm,Munbe Vaa,Deiva Thirumagal,Manali,"Solang Valley, Rohtang Pass, Hadimba Temple",The Carlton (₹8000/night),Pasta,The Alchemist
Adventurous,Nenjukkul Peidhidum,Deiva Thirumagal,Shimla,"Hadimba Temple, Solang Valley, Rohtang Pass",Sterling Kodai Lake (₹6000/night),Pizza,Atomic Habits
Happy,Munbe Vaa,Thani Oruvan,Ooty,"Doddabetta Peak, Ooty Lake, Botanical Garden",Span Resort & Spa (₹10000/night),Pasta,Big Magic
Calm,Munbe Vaa,Sillunu Oru Kadhal,Goa,"Bryant Park, Pillar Rocks, Coaker's Walk",Manu Allaya Resort (₹7500/night),Pasta,Ikigai
Calm,Nenjukkul Peidhidum,Deiva Thirumagal,Munnar,"Mall Road, Kufri, Jakhoo Temple",The Carlton (₹8000/night),Pizza,Sapiens
Happy,Ullam Urugudhaiya,Sillunu Oru Kadhal,Kodaikanal,"Doddabetta Peak, Botanical Garden, Ooty Lake",Tea County (₹7000/night),Samosa,Big Magic
Calm,Ullam Urugudhaiya,Azhagiya Tamil Magan,Goa,"Bryant Park, Pillar Rocks, Coaker's Walk",Span Resort & Spa (₹10000/night),Biryani,The Alchemist
Romantic,Ullam Urugudhaiya,Minnale,Munnar,"Hadimba Temple, Rohtang Pass, Solang Valley",The Leela (₹15000/night),Biryani,The Alchemist
Happy,Munbe Vaa,Sillunu Oru Kadhal,Shimla,"Aguada Fort, Dudhsagar Falls, Baga Beach",Wildflower Hall (₹13000/night),Chocolate Ice Cream,Atomic Habits
Happy,Nenjukkul Peidhidum,Deiva Thirumagal,Manali,"Pillar Rocks, Bryant Park, Coaker's Walk",Tea County (₹7000/night),Biryani,Big Magic
Adventurous,Nenjukkul Peidhidum,Vaaranam Aayiram,Goa,"Aguada Fort, Baga Beach, Dudhsagar Falls",The Leela (₹15000/night),Pasta,Ikigai
Happy,Ullam Urugudhaiya,Vaaranam Aayiram,Munnar,"Kufri, Jakhoo Temple, Mall Road",Taj Exotica (₹12000/night),Chocolate Ice Cream,Big Magic
Happy,Nenjukkul Peidhidum,Deiva Thirumagal,Kodaikanal,"Doddabetta Peak, Ooty Lake, Botanical Garden",The Carlton (₹8000/night),Chocolate Ice Cream,Atomic Habits
Happy,Nenjukkul Peidhidum,Deiva Thirumagal,Goa,"Hadimba Temple, Solang Valley, Rohtang Pass",Span Resort & Spa (₹10000/night),Biryani,Ikigai
Romantic,Ullam Urugudhaiya,Minnale,Kodaikanal,"Solang Valley, Rohtang Pass, Hadimba Temple",Taj Savoy (₹10500/night),Samosa,Ikigai
Adventurous,Nenjukkul Peidhidum,Vaaranam Aayiram,Kodaikanal,"Solang Valley, Rohtang Pass, Hadimba Temple",Fragrant Nature (₹8500/night),Samosa,Ikigai
Happy,Ullam Urugudhaiya,Vaaranam Aayiram,Goa,"Bryant Park, Coaker's Walk, Pillar Rocks",The Leela (₹15000/night),Ice Cream,Ikigai
Calm,Munbe Vaa,Deiva Thirumagal,Goa,"Hadimba Temple, Rohtang Pass, Solang Valley",Sterling Kodai Lake (₹6000/night),Chocolate Ice Cream,The Alchemist
Calm,Munbe Vaa,Deiva Thirumagal,Munnar,"Doddabetta Peak, Ooty Lake, Botanical Garden",Taj Exotica (₹12000/night),Chocolate Ice Cream,Atomic Habits
Happy,Nenjukkul Peidhidum,Deiva Thirumagal,Ooty,"Aguada Fort, Dudhsagar Falls, Baga Beach",The Leela (₹15000/night),Chocolate Ice Cream,The Alchemist
Happy,Nenjukkul Peidhidum,Minnale,Kodaikanal,"Eravikulam National Park, Mattupetty Dam, Tea Gardens",The Carlton (₹8000/night),Biryani,Big Magic
Romantic,Munbe Vaa,Vaaranam Aayiram,Manali,"Coaker's Walk, Pillar Rocks, Bryant Park",The Leela (₹15000/night),Pasta,Atomic Habits
Adventurous,Nenjukkul Peidhidum,Minnale,Ooty,"Mall Road, Kufri, Jakhoo Temple",Manu Allaya Resort (₹7500/night),Pizza,Ikigai
Adventurous,Ullam Urugudhaiya,Vaaranam Aayiram,Goa,"Pillar Rocks, Bryant Park, Coaker's Walk",Sterling Kodai Lake (₹6000/night),Biryani,Sapiens
Happy,Munbe Vaa,Vaaranam Aayiram,Goa,"Kufri, Jakhoo Temple, Mall Road",Sterling Kodai Lake (₹6000/night),Pasta,The Alchemist
Calm,Nenjukkul Peidhidum,Vaaranam Aayiram,Ooty,"Kufri, Jakhoo Temple, Mall Road",Sterling Kodai Lake (₹6000/night),Chocolate Ice Cream,Atomic Habits
Romantic,Ullam Urugudhaiya,Deiva Thirumagal,Shimla,"Solang Valley, Rohtang Pass, Hadimba Temple",The Carlton (₹8000/night),Pasta,Big Magic
Happy,Munbe Vaa,Minnale,Manali,"Hadimba Temple, Solang Valley, Rohtang Pass",Taj Exotica (₹12000/night),Samosa,Big Magic
Romantic,Munbe Vaa,Deiva Thirumagal,Goa,"Baga Beach, Aguada Fort, Dudhsagar Falls",Span Resort & Spa (₹10000/night),Samosa,Big Magic
Happy,Munbe Vaa,Thani Oruvan,Manali,"Ooty Lake, Doddabetta Peak, Botanical Garden",Fragrant Nature (₹8500/night),Biryani,Atomic Habits
Adventurous,Ullam Urugudhaiya,Minnale,Kodaikanal,"Hadimba Temple, Rohtang Pass, Solang Valley",Wildflower Hall (₹13000/night),Biryani,Atomic Habits
Calm,Ullam Urugudhaiya,Minnale,Goa,"Hadimba Temple, Rohtang Pass, Solang Valley",Sterling Kodai Lake (₹6000/night),Chocolate Ice Cream,The Alchemist
Calm,Munbe Vaa,Vaaranam Aayiram,Shimla,"Eravikulam National Park, Mattupetty Dam, Tea Gardens",Tea County (₹7000/night),Ice Cream,Ikigai
Happy,Ullam Urugudhaiya,Vaaranam Aayiram,Munnar,"Hadimba Temple, Solang Valley, Rohtang Pass",The Leela (₹15000/night),Ice Cream,Sapiens
Happy,Munbe Vaa,Deiva Thirumagal,Manali,"Ooty Lake, Doddabetta Peak, Botanical Garden",Sterling Kodai Lake (₹6000/night),Biryani,Big Magic
Adventurous,Ullam Urugudhaiya,Deiva Thirumagal,Kodaikanal,"Aguada Fort, Baga Beach, Dudhsagar Falls",Taj Exotica (₹12000/night),Biryani,Atomic Habits
Romantic,Munbe Vaa,Minnale,Kodaikanal,"Aguada Fort, Baga Beach, Dudhsagar Falls",Sterling Kodai Lake (₹6000/night),Pasta,The Alchemist
Adventurous,Nenjukkul Peidhidum,Thani Oruvan,Kodaikanal,"Botanical Garden, Doddabetta Peak, Ooty Lake",The Carlton (₹8000/night),Pasta,Ikigai
Happy,Ullam Urugudhaiya,Minnale,Kodaikanal,"Pillar Rocks, Coaker's Walk, Bryant Park",Span Resort & Spa (₹10000/night),Pasta,Big Magic
Calm,Ullam Urugudhaiya,Azhagiya Tamil Magan,Ooty,"Baga Beach, Aguada Fort, Dudhsagar Falls",Wildflower Hall (₹13000/night),Pasta,Ikigai
Happy,Munbe Vaa,Azhagiya Tamil Magan,Manali,"Baga Beach, Aguada Fort, Dudhsagar Falls",Savoy Ooty (₹9000/night),Ice Cream,Ikigai
Romantic,Nenjukkul Peidhidum,Vaaranam Aayiram,Kodaikanal,"Bryant Park, Coaker's Walk, Pillar Rocks",Tea County (₹7000/night),Ice Cream,Ikigai
Happy,Ullam Urugudhaiya,Minnale,Kodaikanal,"Dudhsagar Falls, Baga Beach, Aguada Fort",Savoy Ooty (₹9000/night),Pizza,Ikigai
Adventurous,Munbe Vaa,Deiva Thirumagal,Kodaikanal,"Eravikulam National Park, Mattupetty Dam, Tea Gardens",Wildflower Hall (₹13000/night),Biryani,The Alchemist
Happy,Nenjukkul Peidhidum,Deiva Thirumagal,Goa,"Hadimba Temple, Rohtang Pass, Solang Valley",Span Resort & Spa (₹10000/night),Pizza,Atomic Habits
Adventurous,Ullam Urugudhaiya,Deiva Thirumagal,Manali,"Solang Valley, Rohtang Pass, Hadimba Temple",Sterling Kodai Lake (₹6000/night),Biryani,Ikigai
Happy,Ullam Urugudhaiya,Deiva Thirumagal,Ooty,"Hadimba Temple, Solang Valley, Rohtang Pass",Savoy Ooty (₹9000/night),Samosa,Atomic Habits
Happy,Munbe Vaa,Minnale,Manali,"Coaker's Walk, Pillar Rocks, Bryant Park",Wildflower Hall (₹13000/night),Samosa,The Alchemist
Happy,Munbe Vaa,Vaaranam Aayiram,Ooty,"Tea Gardens, Eravikulam National Park, Mattupetty Dam",The Carlton (₹8000/night),Pizza,Ikigai
Romantic,Ullam Urugudhaiya,Vaaranam Aayiram,Kodaikanal,"Solang Valley, Rohtang Pass, Hadimba Temple",Manu Allaya Resort (₹7500/night),Pizza,Sapiens
Adventurous,Ullam Urugudhaiya,Deiva Thirumagal,Manali,"Ooty Lake, Doddabetta Peak, Botanical Garden",The Carlton (₹8000/night),Chocolate Ice Cream,The Alchemist
Adventurous,Munbe Vaa,Vaaranam Aayiram,Ooty,"Hadimba Temple, Rohtang Pass, Solang Valley",Wildflower Hall (₹13000/night),Chocolate Ice Cream,Ikigai
Happy,Ullam Urugudhaiya,Sillunu Oru Kadhal,Manali,"Tea Gardens, Eravikulam National Park, Mattupetty Dam",Sterling Kodai Lake (₹6000/night),Chocolate Ice Cream,Ikigai
Calm,Munbe Vaa,Thani Oruvan,Manali,"Aguada Fort, Baga Beach, Dudhsagar Falls",Span Resort & Spa (₹10000/night),Pizza,The Alchemist
Romantic,Ullam Urugudhaiya,Azhagiya Tamil Magan,Manali,"Dudhsagar Falls, Baga Beach, Aguada Fort",Taj Exotica (₹12000/night),Chocolate Ice Cream,Sapiens
Happy,Nenjukkul Peidhidum,Vaaranam Aayiram,Kodaikanal,"Pillar Rocks, Coaker's Walk, Bryant Park",Manu Allaya Resort (₹7500/night),Biryani,Big Magic
Romantic,Munbe Vaa,Sillunu Oru Kadhal,Ooty,"Coaker's Walk, Pillar Rocks, Bryant Park",Sterling Kodai Lake (₹6000/night),Chocolate Ice Cream,Big Magic
Calm,Nenjukkul Peidhidum,Azhagiya Tamil Magan,Goa,"Bryant Park, Coaker's Walk, Pillar Rocks",Taj Exotica (₹12000/night),Samosa,Big Magic
Romantic,Munbe Vaa,Azhagiya Tamil Magan,Kodaikanal,"Eravikulam National Park, Mattupetty Dam, Tea Gardens",The Carlton (₹8000/night),Samosa,Sapiens
Adventurous,Munbe Vaa,Deiva Thirumagal,Manali,"Bryant Park, Pillar Rocks, Coaker's Walk",Fragrant Nature (₹8500/night),Pasta,The Alchemist
Calm,Ullam Urugudhaiya,Deiva Thirumagal,Ooty,"Hadimba Temple, Rohtang Pass, Solang Valley",Manu Allaya Resort (₹7500/night),Samosa,Big Magic
Adventurous,Ullam Urugudhaiya,Minnale,Kodaikanal,"Botanical Garden, Doddabetta Peak, Ooty Lake",Tea County (₹7000/night),Chocolate Ice Cream,Ikigai
Calm,Munbe Vaa,Deiva Thirumagal,Shimla,"Bryant Park, Coaker's Walk, Pillar Rocks",Taj Exotica (₹12000/night),Pizza,Sapiens
Happy,Nenjukkul Peidhidum,Deiva Thirumagal,Goa,"Doddabetta Peak, Botanical Garden, Ooty Lake",The Carlton (₹8000/night),Ice Cream,Big Magic
Calm,Munbe Vaa,Azhagiya Tamil Magan,Kodaikanal,"Aguada Fort, Dudhsagar Falls, Baga Beach",Savoy Ooty (₹9000/night),Pasta,Ikigai
Adventurous,Ullam Urugudhaiya,Thani Oruvan,Ooty,"Kufri, Jakhoo Temple, Mall Road",Savoy Ooty (₹9000/night),Samosa,Sapiens
Romantic,Munbe Vaa,Vaaranam Aayiram,Kodaikanal,"Coaker's Walk, Pillar Rocks, Bryant Park",Span Resort & Spa (₹10000/night),Biryani,Big Magic
Romantic,Munbe Vaa,Azhagiya Tamil Magan,Kodaikanal,"Doddabetta Peak, Ooty Lake, Botanical Garden",Sterling Kodai Lake (₹6000/night),Pizza,Atomic Habits
Adventurous,Nenjukkul Peidhidum,Minnale,Manali,"Coaker's Walk, Pillar Rocks, Bryant Park",Tea County (₹7000/night),Pasta,Ikigai
Calm,Munbe Vaa,Deiva Thirumagal,Ooty,"Hadimba Temple, Rohtang Pass, Solang Valley",The Carlton (₹8000/night),Biryani,Big Magic
Happy,Munbe Vaa,Azhagiya Tamil Magan,Shimla,"Kufri, Jakhoo Temple, Mall Road",Sterling Kodai Lake (₹6000/night),Pizza,Big Magic
Calm,Munbe Vaa,Thani Oruvan,Kodaikanal,"Botanical Garden, Doddabetta Peak, Ooty Lake",Tea County (₹7000/night),Chocolate Ice Cream,Big Magic
Happy,Nenjukkul Peidhidum,Deiva Thirumagal,Manali,"Eravikulam National Park, Mattupetty Dam, Tea Gardens",Manu Allaya Resort (₹7500/night),Samosa,Atomic Habits
Happy,Ullam Urugudhaiya,Vaaranam Aayiram,Kodaikanal,"Dudhsagar Falls, Baga Beach, Aguada Fort",Taj Exotica (₹12000/night),Pasta,Atomic Habits
Calm,Ullam Urugudhaiya,Thani Oruvan,Goa,"Aguada Fort, Dudhsagar Falls, Baga Beach",The Leela (₹15000/night),Pasta,Big Magic
Adventurous,Ullam Urugudhaiya,Vaaranam Aayiram,Goa,"Hadimba Temple, Rohtang Pass, Solang Valley",Taj Exotica (₹12000/night),Samosa,Ikigai
Calm,Nenjukkul Peidhidum,Vaaranam Aayiram,Kodaikanal,"Aguada Fort, Dudhsagar Falls, Baga Beach",The Carlton (₹8000/night),Samosa,Ikigai
Romantic,Munbe Vaa,Vaaranam Aayiram,Kodaikanal,"Ooty Lake, Doddabetta Peak, Botanical Garden",Sterling Kodai Lake (₹6000/night),Pizza,Sapiens
Calm,Ullam Urugudhaiya,Sillunu Oru Kadhal,Shimla,"Doddabetta Peak, Botanical Garden, Ooty Lake",Taj Exotica (₹12000/night),Pasta,Big Magic
Happy,Ullam Urugudhaiya,Vaaranam Aayiram,Kodaikanal,"Coaker's Walk, Pillar Rocks, Bryant Park",Sterling Kodai Lake (₹6000/night),Pasta,Ikigai
Romantic,Nenjukkul Peidhidum,Sillunu Oru Kadhal,Munnar,"Tea Gardens, Mattupetty Dam, Eravikulam National Park",Tea County (₹7000/night),Chocolate Ice Cream,Ikigai
Calm,Ullam Urugudhaiya,Minnale,Manali,"Kufri, Jakhoo Temple, Mall Road",Sterling Kodai Lake (₹6000/night),Pasta,Big Magic
Romantic,Ullam Urugudhaiya,Deiva Thirumagal,Kodaikanal,"Hadimba Temple, Rohtang Pass, Solang Valley",Sterling Kodai Lake (₹6000/night),Ice Cream,Atomic Habits
Adventurous,Nenjukkul Peidhidum,Deiva Thirumagal,Goa,"Mall Road, Kufri, Jakhoo Temple",Span Resort & Spa (₹10000/night),Ice Cream,Ikigai
Calm,Ullam Urugudhaiya,Deiva Thirumagal,Shimla,"Pillar Rocks, Coaker's Walk, Bryant Park",Sterling Kodai Lake (₹6000/night),Samosa,Atomic Habits
Happy,Ullam Urugudhaiya,Thani Oruvan,Kodaikanal,"Hadimba Temple, Solang Valley, Rohtang Pass",Sterling Kodai Lake (₹6000/night),Pasta,Ikigai
Happy,Ullam Urugudhaiya,Deiva Thirumagal,Goa,"Doddabetta Peak, Ooty Lake, Botanical Garden",Sterling Kodai Lake (₹6000/night),Pasta,Ikigai
Romantic,Nenjukkul Peidhidum,Vaaranam Aayiram,Kodaikanal,"Dudhsagar Falls, Aguada Fort, Baga Beach",Savoy Ooty (₹9000/night),Pasta,Atomic Habits
Happy,Munbe Vaa,Minnale,Kodaikanal,"Pillar Rocks, Bryant Park, Coaker's Walk",Sterling Kodai Lake (₹6000/night),Samosa,Ikigai
Romantic,Munbe Vaa,Vaaranam Aayiram,Kodaikanal,"Tea Gardens, Eravikulam National Park, Mattupetty Dam",Fragrant Nature (₹8500/night),Chocolate Ice Cream,Ikigai
Adventurous,Munbe Vaa,Deiva Thirumagal,Goa,"Doddabetta Peak, Ooty Lake, Botanical Garden",Sterling Kodai Lake (₹6000/night),Biryani,The Alchemist
Happy,Munbe Vaa,Minnale,Munnar,"Aguada Fort, Dudhsagar Falls, Baga Beach",Fragrant Nature (₹8500/night),Chocolate Ice Cream,Big Magic
Adventurous,Ullam Urugudhaiya,Thani Oruvan,Ooty,"Pillar Rocks, Coaker's Walk, Bryant Park",The Leela (₹15000/night),Ice Cream,Ikigai
Calm,Munbe Vaa,Thani Oruvan,Manali,"Doddabetta Peak, Ooty Lake, Botanical Garden",Tea County (₹7000/night),Pizza,Atomic Habits
Happy,Nenjukkul Peidhidum,Minnale,Munnar,"Solang Valley, Rohtang Pass, Hadimba Temple",Tea County (₹7000/night),Samosa,Sapiens
Adventurous,Munbe Vaa,Deiva Thirumagal,Munnar,"Dudhsagar Falls, Baga Beach, Aguada Fort",Taj Exotica (₹12000/night),Biryani,Ikigai
Romantic,Nenjukkul Peidhidum,Minnale,Manali,"Eravikulam National Park, Mattupetty Dam, Tea Gardens",The Carlton (₹8000/night),Biryani,The Alchemist
Adventurous,Ullam Urugudhaiya,Azhagiya Tamil Magan,Ooty,"Doddabetta Peak, Ooty Lake, Botanical Garden",Fragrant Nature (₹8500/night),Ice Cream,The Alchemist
Happy,Nenjukkul Peidhidum,Vaaranam Aayiram,Ooty,"Eravikulam National Park, Mattupetty Dam, Tea Gardens",Wildflower Hall (₹13000/night),Pasta,Big Magic
Happy,Munbe Vaa,Deiva Thirumagal,Kodaikanal,"Coaker's Walk, Bryant Park, Pillar Rocks",The Leela (₹15000/night),Pizza,The Alchemist
Happy,Nenjukkul Peidhidum,Azhagiya Tamil Magan,Munnar,"Eravikulam National Park, Mattupetty Dam, Tea Gardens",Wildflower Hall (₹13000/night),Biryani,Ikigai
Adventurous,Ullam Urugudhaiya,Azhagiya Tamil Magan,Manali,"Eravikulam National Park, Mattupetty Dam, Tea Gardens",Tea County (₹7000/night),Chocolate Ice Cream,Big Magic
Happy,Munbe Vaa,Sillunu Oru Kadhal,Kodaikanal,"Hadimba Temple, Solang Valley, Rohtang Pass",The Carlton (₹8000/night),Pasta,Big Magic
Happy,Munbe Vaa,Vaaranam Aayiram,Kodaikanal,"Bryant Park, Coaker's Walk, Pillar Rocks",Manu Allaya Resort (₹7500/night),Chocolate Ice Cream,Ikigai
Romantic,Nenjukkul Peidhidum,Deiva Thirumagal,Munnar,"Dudhsagar Falls, Aguada Fort, Baga Beach",Sterling Kodai Lake (₹6000/night),Pizza,Big Magic
Adventurous,Munbe Vaa,Deiva Thirumagal,Kodaikanal,"Ooty Lake, Doddabetta Peak, Botanical Garden",Sterling Kodai Lake (₹6000/night),Samosa,Atomic Habits
Adventurous,Ullam Urugudhaiya,Sillunu Oru Kadhal,Shimla,"Doddabetta Peak, Ooty Lake, Botanical Garden",Fragrant Nature (₹8500/night),Chocolate Ice Cream,Atomic Habits
Romantic,Ullam Urugudhaiya,Vaaranam Aayiram,Manali,"Aguada Fort, Dudhsagar Falls, Baga Beach",Span Resort & Spa (₹10000/night),Samosa,Big Magic
Romantic,Nenjukkul Peidhidum,Thani Oruvan,Kodaikanal,"Dudhsagar Falls, Baga Beach, Aguada Fort",Sterling Kodai Lake (₹6000/night),Biryani,Big Magic
Happy,Munbe Vaa,Sillunu Oru Kadhal,Munnar,"Hadimba Temple, Solang Valley, Rohtang Pass",Manu Allaya Resort (₹7500/night),Pasta,Big Magic
Happy,Ullam Urugudhaiya,Sillunu Oru Kadhal,Ooty,"Hadimba Temple, Rohtang Pass, Solang Valley",Fragrant Nature (₹8500/night),Ice Cream,Ikigai
Happy,Ullam Urugudhaiya,Thani Oruvan,Manali,"Aguada Fort, Dudhsagar Falls, Baga Beach",Wildflower Hall (₹13000/night),Ice Cream,Ikigai
Happy,Munbe Vaa,Minnale,Kodaikanal,"Aguada Fort, Baga Beach, Dudhsagar Falls",Manu Allaya Resort (₹7500/night),Chocolate Ice Cream,Sapiens
Calm,Nenjukkul Peidhidum,Minnale,Kodaikanal,"Mall Road, Kufri, Jakhoo Temple",Savoy Ooty (₹9000/night),Ice Cream,Atomic Habits
Happy,Ullam Urugudhaiya,Sillunu Oru Kadhal,Goa,"Baga Beach, Aguada Fort, Dudhsagar Falls",Sterling Kodai Lake (₹6000/night),Pizza,Ikigai
Romantic,Ullam Urugudhaiya,Thani Oruvan,Kodaikanal,"Aguada Fort, Dudhsagar Falls, Baga Beach",The Leela (₹15000/night),Pizza,Big Magic
Happy,Munbe Vaa,Minnale,Goa,"Dudhsagar Falls, Baga Beach, Aguada Fort",Manu Allaya Resort (₹7500/night),Biryani,Big Magic
Calm,Munbe Vaa,Azhagiya Tamil Magan,Ooty,"Solang Valley, Rohtang Pass, Hadimba Temple",Sterling Kodai Lake (₹6000/night),Ice Cream,Big Magic
Adventurous,Ullam Urugudhaiya,Vaaranam Aayiram,Kodaikanal,"Bryant Park, Pillar Rocks, Coaker's Walk",The Carlton (₹8000/night),Chocolate Ice Cream,Ikigai
Happy,Munbe Vaa,Azhagiya Tamil Magan,Kodaikanal,"Hadimba Temple, Rohtang Pass, Solang Valley",Taj Savoy (₹10500/night),Chocolate Ice Cream,Ikigai
Happy,Ullam Urugudhaiya,Thani Oruvan,Kodaikanal,"Doddabetta Peak, Ooty Lake, Botanical Garden",Sterling Kodai Lake (₹6000/night),Samosa,The Alchemist
Calm,Nenjukkul Peidhidum,Sillunu Oru Kadhal,Shimla,"Doddabetta Peak, Ooty Lake, Botanical Garden",The Leela (₹15000/night),Ice Cream,Atomic Habits
Romantic,Ullam Urugudhaiya,Vaaranam Aayiram,Shimla,"Solang Valley, Rohtang Pass, Hadimba Temple",Manu Allaya Resort (₹7500/night),Biryani,Ikigai
Romantic,Nenjukkul Peidhidum,Vaaranam Aayiram,Munnar,"Solang Valley, Rohtang Pass, Hadimba Temple",Taj Savoy (₹10500/night),Chocolate Ice Cream,Atomic Habits
Happy,Munbe Vaa,Thani Oruvan,Kodaikanal,"Bryant Park, Coaker's Walk, Pillar Rocks",Taj Exotica (₹12000/night),Ice Cream,Ikigai
Happy,Munbe Vaa,Azhagiya Tamil Magan,Ooty,"Aguada Fort, Dudhsagar Falls, Baga Beach",Taj Savoy (₹10500/night),Samosa,Big Magic
